group_keyword,group_sentence_1,video_id,youtube,school_zh,school_total_videos,township_slug,township_total_videos,decision,reason
taiko drum,the students practice the taiko drum.,i46AHEq-clg,https://www.youtube.com/watch?v=i46AHEq-clg,彰化縣北斗鎮萬來國小,113,beidou,199,DROP,dropped: same as d-cAtdmknMg (彰化縣溪州鄉南州國小)
ping pong,"ping pong, also known as table tennis, is a fun sport you can play indoors.",2FduLLvDCaM,https://www.youtube.com/watch?v=2FduLLvDCaM,彰化縣彰化市大竹國小,18,changhua-city,387,KEEP,kept: smallest school count (18 videos)
ping pong,"ping pong, also known as table tennis, is a fun sport you can play indoors.",-o5gFBhQ1hg,https://www.youtube.com/watch?v=-o5gFBhQ1hg,彰化縣田中鎮三潭國小,92,tianzhong,271,DROP,dropped: same as 2FduLLvDCaM (彰化縣彰化市大竹國小)
evacuation drill,the students gather for an evacuation drill.,5O-HpDsxphc,https://www.youtube.com/watch?v=5O-HpDsxphc,彰化縣員林市青山國小,3,yuanlin-city,164,KEEP,kept: smallest school count (3 videos)
evacuation drill,the students gather for an evacuation drill.,JVm0jQpG6XA,https://www.youtube.com/watch?v=JVm0jQpG6XA,彰化縣田中鎮新民國小,58,tianzhong,271,DROP,dropped: same as 5O-HpDsxphc (彰化縣員林市青山國小)
evacuation drill,the students gather for an evacuation drill.,0JlrLPqZPpc,https://www.youtube.com/watch?v=0JlrLPqZPpc,彰化縣北斗鎮萬來國小,113,beidou,199,DROP,dropped: same as 5O-HpDsxphc (彰化縣員林市青山國小)
jump rope,jumping rope is a great form of cardio.,GyOGl2lTR6M,https://www.youtube.com/watch?v=GyOGl2lTR6M,彰化縣芳苑鄉王功國小,10,fangyuan,213,KEEP,kept: smallest school count (10 videos)
jump rope,jumping rope is a great form of cardio.,QeCq6iLVvaI,https://www.youtube.com/watch?v=QeCq6iLVvaI,彰化縣鹿港鎮東興國小,14,lukang,114,DROP,dropped: same as GyOGl2lTR6M (彰化縣芳苑鄉王功國小)
jump rope,jumping rope is a great form of cardio.,FsE9moGm5Ac,https://www.youtube.com/watch?v=FsE9moGm5Ac,彰化縣溪州鄉三條國小,20,xizhou,226,DROP,dropped: same as GyOGl2lTR6M (彰化縣芳苑鄉王功國小)
jump rope,jumping rope is a great form of cardio.,2zJYPpk1WUY,https://www.youtube.com/watch?v=2zJYPpk1WUY,彰化縣和美鎮新庄國小,25,hemei,99,DROP,dropped: same as GyOGl2lTR6M (彰化縣芳苑鄉王功國小)
jump rope,jumping rope is a great form of cardio.,SXoojtGBJ7Q,https://www.youtube.com/watch?v=SXoojtGBJ7Q,彰化縣溪州鄉僑義國小,25,xizhou,226,DROP,dropped: same as GyOGl2lTR6M (彰化縣芳苑鄉王功國小)
jump rope,jumping rope is a great form of cardio.,JfAqeg9rBSo,https://www.youtube.com/watch?v=JfAqeg9rBSo,彰化縣伸港鄉新港國小,44,shenkang,149,DROP,dropped: same as GyOGl2lTR6M (彰化縣芳苑鄉王功國小)
jump rope,jumping rope is a great form of cardio.,FP2IvqrfFes,https://www.youtube.com/watch?v=FP2IvqrfFes,彰化縣田中鎮三潭國小,92,tianzhong,271,DROP,dropped: same as GyOGl2lTR6M (彰化縣芳苑鄉王功國小)
jump rope,jumping rope is a great form of cardio.,GS0oKbfaTV0,https://www.youtube.com/watch?v=GS0oKbfaTV0,彰化縣竹塘鄉竹塘國小,100,zhutang,183,DROP,dropped: same as GyOGl2lTR6M (彰化縣芳苑鄉王功國小)
jump rope,jumping rope is a great form of cardio.,rLCsMt2iyRE,https://www.youtube.com/watch?v=rLCsMt2iyRE,彰化縣北斗鎮萬來國小,113,beidou,199,DROP,dropped: same as GyOGl2lTR6M (彰化縣芳苑鄉王功國小)
jump rope,jumping rope is a great form of cardio.,Lw_S-GY-NnA,https://www.youtube.com/watch?v=Lw_S-GY-NnA,彰化縣芳苑鄉路上國小,129,fangyuan,213,DROP,dropped: same as GyOGl2lTR6M (彰化縣芳苑鄉王功國小)
attention to detail,calligraphy requires great attention to detail.,xrmO5GjUzSw,https://www.youtube.com/watch?v=xrmO5GjUzSw,彰化縣二林鎮萬興國小,12,erlin,114,KEEP,kept: smallest school count (12 videos)
attention to detail,calligraphy requires great attention to detail.,cEWn0Eyg8CA,https://www.youtube.com/watch?v=cEWn0Eyg8CA,彰化縣伸港鄉新港國小,44,shenkang,149,DROP,dropped: same as xrmO5GjUzSw (彰化縣二林鎮萬興國小)
kindergarten,children play different games in kindergarten.,_KtxRr3WK7I,https://www.youtube.com/watch?v=_KtxRr3WK7I,彰化縣和美鎮和仁國小,45,hemei,99,KEEP,kept: smallest school count (45 videos)
kindergarten,children play different games in kindergarten.,1KkVLu5Goao,https://www.youtube.com/watch?v=1KkVLu5Goao,彰化縣彰化市大成國小,48,changhua-city,387,DROP,dropped: same as _KtxRr3WK7I (彰化縣和美鎮和仁國小)
check out,the students check out books from the library at recess.,9Z8lAxtMAV0,https://www.youtube.com/watch?v=9Z8lAxtMAV0,彰化縣彰化市泰和國小,12,changhua-city,387,KEEP,kept: smallest school count (12 videos)
check out,the students check out books from the library at recess.,gpbFbQ2FmPY,https://www.youtube.com/watch?v=gpbFbQ2FmPY,彰化縣彰化市聯興國小,17,changhua-city,387,DROP,dropped: same as 9Z8lAxtMAV0 (彰化縣彰化市泰和國小)
check out,the students check out books from the library at recess.,StGd_R73rb0,https://www.youtube.com/watch?v=StGd_R73rb0,彰化縣鹿港鎮頂番國小,19,lukang,114,DROP,dropped: same as 9Z8lAxtMAV0 (彰化縣彰化市泰和國小)
check out,the students check out books from the library at recess.,TiMe3cHuS8Q,https://www.youtube.com/watch?v=TiMe3cHuS8Q,彰化縣社頭鄉朝興國小,24,shetou,95,DROP,dropped: same as 9Z8lAxtMAV0 (彰化縣彰化市泰和國小)
check out,the students check out books from the library at recess.,8MI-vOV9VDM,https://www.youtube.com/watch?v=8MI-vOV9VDM,彰化縣彰化市南興國小,29,changhua-city,387,DROP,dropped: same as 9Z8lAxtMAV0 (彰化縣彰化市泰和國小)
check out,the students check out books from the library at recess.,QVUSfuQb0uI,https://www.youtube.com/watch?v=QVUSfuQb0uI,彰化縣彰化市快官國小,32,changhua-city,387,DROP,dropped: same as 9Z8lAxtMAV0 (彰化縣彰化市泰和國小)
check out,the students check out books from the library at recess.,IBctc8233Pg,https://www.youtube.com/watch?v=IBctc8233Pg,彰化縣彰化市大成國小,48,changhua-city,387,DROP,dropped: same as 9Z8lAxtMAV0 (彰化縣彰化市泰和國小)
check out,the students check out books from the library at recess.,wKv5SCddvT4,https://www.youtube.com/watch?v=wKv5SCddvT4,彰化縣田中鎮新民國小,58,tianzhong,271,DROP,dropped: same as 9Z8lAxtMAV0 (彰化縣彰化市泰和國小)
check out,the students check out books from the library at recess.,mHF9LqtiH7o,https://www.youtube.com/watch?v=mHF9LqtiH7o,彰化縣埤頭鄉中和國小,71,pitou,112,DROP,dropped: same as 9Z8lAxtMAV0 (彰化縣彰化市泰和國小)
check out,the students check out books from the library at recess.,XMIc6Mowm0I,https://www.youtube.com/watch?v=XMIc6Mowm0I,彰化縣竹塘鄉竹塘國小,100,zhutang,183,DROP,dropped: same as 9Z8lAxtMAV0 (彰化縣彰化市泰和國小)
check out,the students check out books from the library at recess.,gTxGsqGhJbE,https://www.youtube.com/watch?v=gTxGsqGhJbE,彰化縣彰化市中山國小,104,changhua-city,387,DROP,dropped: same as 9Z8lAxtMAV0 (彰化縣彰化市泰和國小)
check out,the students check out books from the library at recess.,ZeTmRRFhPGI,https://www.youtube.com/watch?v=ZeTmRRFhPGI,彰化縣伸港鄉大同國小,105,shenkang,149,DROP,dropped: same as 9Z8lAxtMAV0 (彰化縣彰化市泰和國小)
check out,the students check out books from the library at recess.,3fRQ4ju8ILE,https://www.youtube.com/watch?v=3fRQ4ju8ILE,彰化縣芳苑鄉路上國小,129,fangyuan,213,DROP,dropped: same as 9Z8lAxtMAV0 (彰化縣彰化市泰和國小)
sculpture,the students visit an art museum during a field trip to see different sculptures.,rEsCnRVtGTs,https://www.youtube.com/watch?v=rEsCnRVtGTs,彰化縣二林鎮萬興國小,12,erlin,114,KEEP,kept: smallest school count (12 videos)
sculpture,the students visit an art museum during a field trip to see different sculptures.,-VZRx5c3jpM,https://www.youtube.com/watch?v=-VZRx5c3jpM,彰化縣彰化市大成國小,48,changhua-city,387,DROP,dropped: same as rEsCnRVtGTs (彰化縣二林鎮萬興國小)
technology,technology is an important part of modern education.,VEUEE_-MfOw,https://www.youtube.com/watch?v=VEUEE_-MfOw,彰化縣彰化市大成國小,48,changhua-city,387,KEEP,kept: smallest school count (48 videos)
technology,technology is an important part of modern education.,pT5ipOqZmvg,https://www.youtube.com/watch?v=pT5ipOqZmvg,彰化縣芳苑鄉路上國小,129,fangyuan,213,DROP,dropped: same as VEUEE_-MfOw (彰化縣彰化市大成國小)
sweep,"every day, students sweep away fallen leaves on school grounds.",lhQpKH7Q25w,https://www.youtube.com/watch?v=lhQpKH7Q25w,彰化縣竹塘鄉長安國小,23,zhutang,183,KEEP,kept: smallest school count (23 videos)
sweep,"every day, students sweep away fallen leaves on school grounds.",9gaFXdAX0Ko,https://www.youtube.com/watch?v=9gaFXdAX0Ko,彰化縣竹塘鄉田頭國小,25,zhutang,183,DROP,dropped: same as lhQpKH7Q25w (彰化縣竹塘鄉長安國小)
sweep,"every day, students sweep away fallen leaves on school grounds.",8vPtwyfVY4U,https://www.youtube.com/watch?v=8vPtwyfVY4U,彰化縣溪州鄉水尾國小,43,xizhou,226,DROP,dropped: same as lhQpKH7Q25w (彰化縣竹塘鄉長安國小)
storyteller,a good storyteller teaches a lesson and entertains you at the same time.,UyPzu_yq7Hc,https://www.youtube.com/watch?v=UyPzu_yq7Hc,彰化縣社頭鄉朝興國小,24,shetou,95,KEEP,kept: smallest school count (24 videos)
storyteller,a good storyteller teaches a lesson and entertains you at the same time.,rJ6vuTrALGk,https://www.youtube.com/watch?v=rJ6vuTrALGk,彰化縣田中鎮新民國小,58,tianzhong,271,DROP,dropped: same as UyPzu_yq7Hc (彰化縣社頭鄉朝興國小)
storyteller,a good storyteller teaches a lesson and entertains you at the same time.,P87BalotCcs,https://www.youtube.com/watch?v=P87BalotCcs,彰化縣福興鄉永豐國小,60,fuxing,143,DROP,dropped: same as UyPzu_yq7Hc (彰化縣社頭鄉朝興國小)
storyteller,a good storyteller teaches a lesson and entertains you at the same time.,UUD850mZUvI,https://www.youtube.com/watch?v=UUD850mZUvI,彰化縣社頭鄉湳雅國小,71,shetou,95,DROP,dropped: same as UyPzu_yq7Hc (彰化縣社頭鄉朝興國小)
reading,look at the students. they’re all reading quietly.,XjnDwsHT1kc,https://www.youtube.com/watch?v=XjnDwsHT1kc,彰化縣芳苑鄉王功國小,10,fangyuan,213,KEEP,kept: smallest school count (10 videos)
reading,look at the students. they’re all reading quietly.,mVv7i4FDyJQ,https://www.youtube.com/watch?v=mVv7i4FDyJQ,彰化縣彰化市泰和國小,12,changhua-city,387,DROP,dropped: same as XjnDwsHT1kc (彰化縣芳苑鄉王功國小)
reading,look at the students. they’re all reading quietly.,G1ln3lNT83o,https://www.youtube.com/watch?v=G1ln3lNT83o,彰化縣彰化市南興國小,29,changhua-city,387,DROP,dropped: same as XjnDwsHT1kc (彰化縣芳苑鄉王功國小)
reading,look at the students. they’re all reading quietly.,WV88OIZvkVo,https://www.youtube.com/watch?v=WV88OIZvkVo,彰化縣永靖鄉福德國小,36,yongjing,60,DROP,dropped: same as XjnDwsHT1kc (彰化縣芳苑鄉王功國小)
reading,look at the students. they’re all reading quietly.,uCukE4DuZ3I,https://www.youtube.com/watch?v=uCukE4DuZ3I,彰化縣伸港鄉新港國小,44,shenkang,149,DROP,dropped: same as XjnDwsHT1kc (彰化縣芳苑鄉王功國小)
reading,look at the students. they’re all reading quietly.,O09xlZpIgaY,https://www.youtube.com/watch?v=O09xlZpIgaY,彰化縣彰化市大成國小,48,changhua-city,387,DROP,dropped: same as XjnDwsHT1kc (彰化縣芳苑鄉王功國小)
reading,look at the students. they’re all reading quietly.,KvDBNIuXjcc,https://www.youtube.com/watch?v=KvDBNIuXjcc,彰化縣社頭鄉湳雅國小,71,shetou,95,DROP,dropped: same as XjnDwsHT1kc (彰化縣芳苑鄉王功國小)
reading,look at the students. they’re all reading quietly.,yA-KBhKDqDw,https://www.youtube.com/watch?v=yA-KBhKDqDw,彰化縣員林市饒明國小,83,yuanlin-city,164,DROP,dropped: same as XjnDwsHT1kc (彰化縣芳苑鄉王功國小)
reading,look at the students. they’re all reading quietly.,hFeTVn5XY0M,https://www.youtube.com/watch?v=hFeTVn5XY0M,彰化縣竹塘鄉竹塘國小,100,zhutang,183,DROP,dropped: same as XjnDwsHT1kc (彰化縣芳苑鄉王功國小)
reading,look at the students. they’re all reading quietly.,TCykOKtsrp8,https://www.youtube.com/watch?v=TCykOKtsrp8,彰化縣北斗鎮萬來國小,113,beidou,199,DROP,dropped: same as XjnDwsHT1kc (彰化縣芳苑鄉王功國小)
watercolor,"in art class, the students are painting with watercolor.",dj4e-owj9DE,https://www.youtube.com/watch?v=dj4e-owj9DE,彰化縣永靖鄉福興國小,24,yongjing,60,KEEP,kept: smallest school count (24 videos)
watercolor,"in art class, the students are painting with watercolor.",AJnKvUXKKDI,https://www.youtube.com/watch?v=AJnKvUXKKDI,彰化縣彰化市大成國小,48,changhua-city,387,DROP,dropped: same as dj4e-owj9DE (彰化縣永靖鄉福興國小)
artificial intelligence,"artificial intelligence, also called ai, is an extremely important modern technology.",aoqXLBJ2bMY,https://www.youtube.com/watch?v=aoqXLBJ2bMY,彰化縣和美鎮和仁國小,45,hemei,99,KEEP,kept: smallest school count (45 videos)
artificial intelligence,"artificial intelligence, also called ai, is an extremely important modern technology.",Yk08zES6ZpE,https://www.youtube.com/watch?v=Yk08zES6ZpE,彰化縣彰化市大成國小,48,changhua-city,387,DROP,dropped: same as aoqXLBJ2bMY (彰化縣和美鎮和仁國小)
grow vegetables,the students learn how to grow vegetables.,06ywLtigP-M,https://www.youtube.com/watch?v=06ywLtigP-M,彰化縣彰化市大成國小,48,changhua-city,387,KEEP,kept: smallest school count (48 videos)
grow vegetables,the students learn how to grow vegetables.,gU9Wvo1FAVc,https://www.youtube.com/watch?v=gU9Wvo1FAVc,彰化縣員林市育英國小,66,yuanlin-city,164,DROP,dropped: same as 06ywLtigP-M (彰化縣彰化市大成國小)
grow vegetables,the students learn how to grow vegetables.,x0skZHBUrAo,https://www.youtube.com/watch?v=x0skZHBUrAo,彰化縣田中鎮三潭國小,92,tianzhong,271,DROP,dropped: same as 06ywLtigP-M (彰化縣彰化市大成國小)
cpr,cpr is a procedure that can save someone's life if their heart stops beating.,FnSGWSqszzE,https://www.youtube.com/watch?v=FnSGWSqszzE,彰化縣溪州鄉三條國小,20,xizhou,226,KEEP,kept: smallest school count (20 videos)
cpr,cpr is a procedure that can save someone's life if their heart stops beating.,IJxXCfAK7G8,https://www.youtube.com/watch?v=IJxXCfAK7G8,彰化縣員林市育英國小,66,yuanlin-city,164,DROP,dropped: same as FnSGWSqszzE (彰化縣溪州鄉三條國小)
cpr,cpr is a procedure that can save someone's life if their heart stops beating.,RV5CUqZmBCY,https://www.youtube.com/watch?v=RV5CUqZmBCY,彰化縣田中鎮三潭國小,92,tianzhong,271,DROP,dropped: same as FnSGWSqszzE (彰化縣溪州鄉三條國小)
cpr,cpr is a procedure that can save someone's life if their heart stops beating.,pNxeQrlpubs,https://www.youtube.com/watch?v=pNxeQrlpubs,彰化縣竹塘鄉竹塘國小,100,zhutang,183,DROP,dropped: same as FnSGWSqszzE (彰化縣溪州鄉三條國小)
tee-ball,"in tee-ball, you hit the ball with a bat.",hmwmqBaUMAw,https://www.youtube.com/watch?v=hmwmqBaUMAw,彰化縣北斗鎮北斗國小,1,beidou,199,KEEP,kept: smallest school count (1 videos)
tee-ball,"in tee-ball, you hit the ball with a bat.",2ZqtrAztY1U,https://www.youtube.com/watch?v=2ZqtrAztY1U,彰化縣鹿港鎮頂番國小,19,lukang,114,DROP,dropped: same as hmwmqBaUMAw (彰化縣北斗鎮北斗國小)
tee-ball,"in tee-ball, you hit the ball with a bat.",PMoSlmZ9UIo,https://www.youtube.com/watch?v=PMoSlmZ9UIo,彰化縣田中鎮田中國小,24,tianzhong,271,DROP,dropped: same as hmwmqBaUMAw (彰化縣北斗鎮北斗國小)
tee-ball,"in tee-ball, you hit the ball with a bat.",2R7g30xolGk,https://www.youtube.com/watch?v=2R7g30xolGk,彰化縣竹塘鄉田頭國小,25,zhutang,183,DROP,dropped: same as hmwmqBaUMAw (彰化縣北斗鎮北斗國小)
basketball court,the kids are playing on the basketball court.,FqaSGsWc7eQ,https://www.youtube.com/watch?v=FqaSGsWc7eQ,彰化縣鹿港鎮鹿港國小,6,lukang,114,KEEP,kept: smallest school count (6 videos)
basketball court,the kids are playing on the basketball court.,UG_Volei9vU,https://www.youtube.com/watch?v=UG_Volei9vU,彰化縣芳苑鄉路上國小,129,fangyuan,213,DROP,dropped: same as FqaSGsWc7eQ (彰化縣鹿港鎮鹿港國小)
tablet,the students are using tablets with keyboards in class.,TVipx8NZP4o,https://www.youtube.com/watch?v=TVipx8NZP4o,彰化縣田尾鄉仁豐國小,20,tianwei,21,KEEP,kept: smallest school count (20 videos)
tablet,the students are using tablets with keyboards in class.,y5hzmXOtPoc,https://www.youtube.com/watch?v=y5hzmXOtPoc,彰化縣伸港鄉大同國小,105,shenkang,149,DROP,dropped: same as TVipx8NZP4o (彰化縣田尾鄉仁豐國小)
agility ladder,the agility ladder helps with your speed.,Ue2HWcPS9H4,https://www.youtube.com/watch?v=Ue2HWcPS9H4,彰化縣芳苑鄉新寶國小,24,fangyuan,213,KEEP,kept: smallest school count (24 videos)
agility ladder,the agility ladder helps with your speed.,lk94wzG0rkY,https://www.youtube.com/watch?v=lk94wzG0rkY,彰化縣伸港鄉大同國小,105,shenkang,149,DROP,dropped: same as Ue2HWcPS9H4 (彰化縣芳苑鄉新寶國小)
contraption,the students are making different contraptions with building blocks.,Fbr5prpwOzg,https://www.youtube.com/watch?v=Fbr5prpwOzg,彰化縣芬園鄉同安國小,10,fenyuan,48,KEEP,kept: smallest school count (10 videos)
